Gene,Perturbed_excitatory_count,Unperturbed_excitatory_count,Perturbed_inhibtory_count,Unperturbed_inhibtory_count,excitatory_LogFC,inhibtory_LogFC,Total_cells
Sox17,919,919,1176,1176,0.0,0.0,2153
St18,919,919,1176,1176,0.0,0.0,2153
Mybl1,969,919,1126,1176,0.07643180412604668,-0.0626812327561348,2153
Tcf24,919,919,1176,1176,0.0,0.0,2153
Prdm14,919,919,1176,1176,0.0,0.0,2153
Ncoa2,941,919,1157,1176,0.0341298614395021,-0.023499195728874465,2153
Msc,919,919,1176,1176,0.0,0.0,2153
Terf1,885,919,1209,1176,-0.05438740631867476,0.03992618441275923,2153
Tfap2d,919,919,1176,1176,0.0,0.0,2153
Tfap2b,919,919,1176,1176,0.0,0.0,2153
Arid5a,914,919,1186,1176,-0.00787069623096478,0.012215949709639348,2153
Npas2,919,919,1176,1176,0.0,0.0,2153
Rfx8,919,919,1176,1176,0.0,0.0,2153
Pou3f3,884,919,1212,1176,-0.05601849189760294,0.04350163863658641,2153
Stat4,926,919,1174,1176,0.01094733197120195,-0.0024556517263121347,2153
Stat1,919,919,1176,1176,0.0,0.0,2153
Hsfy2,919,919,1176,1176,0.0,0.0,2153
Satb2,890,919,1198,1176,-0.046259525435274465,0.026739847952421215,2153
Carf,921,919,1174,1176,0.0031362948023009943,-0.0024556517263121347,2153
Klf7,949,919,1152,1176,0.046343225732074764,-0.029747343394052064,2153
Creb1,925,919,1174,1176,0.009388504114640078,-0.0024556517263121347,2153
Ikzf2,919,919,1177,1176,0.0,0.001226260202079849,2153
Fev,919,919,1176,1176,0.0,0.0,2153
Ankzf1,917,919,1178,1176,-0.0031431276939800435,0.002451478994096389,2153
Pax3,919,919,1176,1176,0.0,0.0,2153
Sp110,919,919,1176,1176,0.0,0.0,2153
Sp140,926,919,1169,1176,0.01094733197120195,-0.008613130304708033,2153
Sp100,919,919,1176,1176,0.0,0.0,2153
Gbx2,919,919,1176,1176,0.0,0.0,2153
Hes6,916,919,1176,1176,-0.004717263192090615,0.0,2153
Twist2,919,919,1176,1176,0.0,0.0,2153
Mterf4,880,919,1215,1176,-0.06256133776437492,0.04706825365677887,2153
Thap4,919,919,1176,1176,0.0,0.0,2153
Tfcp2l1,919,919,1176,1176,0.0,0.0,2153
Gli2,941,919,1153,1176,0.0341298614395021,-0.02849554718459253,2153
En1,919,919,1176,1176,0.0,0.0,2153
Elk4,903,919,1186,1176,-0.025338873808176336,0.012215949709639348,2153
Sox13,904,919,1189,1176,-0.02374208887384673,0.015860654909291314,2153
Zbed6,919,919,1176,1176,0.0,0.0,2153
Myog,914,919,1181,1176,-0.00787069623096478,0.006120904560792738,2153
Kdm5b,851,919,1230,1176,-0.11090572960307178,0.06477025539023781,2153
Elf3,919,919,1176,1176,0.0,0.0,2153
Ascl5,919,919,1176,1176,0.0,0.0,2153
Nr5a2,919,919,1177,1176,0.0,0.001226260202079849,2153
Lhx9,849,919,1246,1176,-0.11430030773599602,0.08341600818763747,2153
Zbtb41,926,919,1167,1176,0.01094733197120195,-0.011083499129016334,2153
Lhx4,939,919,1156,1176,0.03106029636473993,-0.024746662335685607,2153
Zbtb37,908,919,1186,1176,-0.01737256399811944,0.012215949709639348,2153
Prrx1,930,919,1168,1176,0.01716585470635916,-0.009847785956347178,2153
Tbx19,919,919,1176,1176,0.0,0.0,2153
Pou2f1,915,919,1180,1176,-0.006293118117629713,0.004898799412839056,2153
Pogk,928,919,1167,1176,0.014059943838537611,-0.011083499129016334,2153
Rxrg,917,919,1178,1176,-0.0031431276939800435,0.002451478994096389,2153
Lmx1a,920,919,1175,1176,0.001568999655340681,-0.00122730338400237,2153
Pbx1,740,919,1348,1176,-0.3125395907727225,0.19693243634549412,2153
Atf6,922,919,1169,1176,0.004701889140303366,-0.008613130304708033,2153
Nr1i3,919,919,1176,1176,0.0,0.0,2153
Usf1,914,919,1179,1176,-0.00787069623096478,0.0036756581433983696,2153
Nhlh1,919,919,1176,1176,0.0,0.0,2153
Zbtb18,788,919,1300,1176,-0.2218692318326583,0.14462356307945248,2153
Smyd3,924,919,1170,1176,0.00782799012702318,-0.007379530365597452,2153
Ahctf1,956,919,1146,1176,0.056945756691714,-0.03728101607945948,2153
Mixl1,919,919,1176,1176,0.0,0.0,2153
Hlx,918,919,1176,1176,-0.0015707078752265138,0.0,2153
Esrrg,919,919,1176,1176,0.0,0.0,2153
Prox1,910,919,1185,1176,-0.014198316202975882,0.010998998949257108,2153
Batf3,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Atf3,908,919,1187,1176,-0.01737256399811944,0.013431874805542431,2153
Irf6,919,919,1176,1176,0.0,0.0,2153
Gata3,924,919,1171,1176,0.00782799012702318,-0.006146984335149348,2153
Kin,920,919,1177,1176,0.001568999655340681,0.001226260202079849,2153
Ptf1a,919,919,1176,1176,0.0,0.0,2153
Tbpl2,919,919,1176,1176,0.0,0.0,2153
Pax8,919,919,1176,1176,0.0,0.0,2153
Sohlh1,919,919,1176,1176,0.0,0.0,2153
Nacc2,917,919,1170,1176,-0.0031431276939800435,-0.007379530365597452,2153
Lhx3,919,919,1176,1176,0.0,0.0,2153
Snapc4,917,919,1178,1176,-0.0031431276939800435,0.002451478994096389,2153
Rexo4,928,919,1167,1176,0.014059943838537611,-0.011083499129016334,2153
Rxra,916,919,1179,1176,-0.004717263192090615,0.0036756581433983696,2153
Gfi1b,919,919,1176,1176,0.0,0.0,2153
Barhl1,919,919,1176,1176,0.0,0.0,2153
Ttf1,906,919,1190,1176,-0.020553811242799425,0.017073513358941406,2153
Prrx2,907,919,1179,1176,-0.018962310760512108,0.0036756581433983696,2153
Prdm12,925,919,1174,1176,0.009388504114640078,-0.0024556517263121347,2153
Naif1,922,919,1173,1176,0.004701889140303366,-0.0036850468078558985,2153
Zbtb34,909,919,1186,1176,-0.01578456709492736,0.012215949709639348,2153
Zbtb43,921,919,1174,1176,0.0031362948023009943,-0.0024556517263121347,2153
Lmx1b,919,919,1176,1176,0.0,0.0,2153
Pbx3,975,919,1121,1176,0.08533735734793843,-0.06910178203093767,2153
Phf19,914,919,1175,1176,-0.00787069623096478,-0.00122730338400237,2153
Lhx6,919,919,1176,1176,0.0,0.0,2153
Zbtb6,923,919,1171,1176,0.006265786356739574,-0.006146984335149348,2153
Zbtb26,940,919,1155,1176,0.0325958952759651,-0.025995208532944576,2153
Lhx2,771,919,1328,1176,-0.25333400137400014,0.17536708651056024,2153
Nr5a1,919,919,1176,1176,0.0,0.0,2153
Nr6a1,929,919,1165,1176,0.015613735093618356,-0.013558105294721786,2153
Zeb2,878,919,1218,1176,-0.06584392175367626,0.05062607306996814,2153
Nr4a2,992,919,1108,1176,0.11027525909784062,-0.08593017878717599,2153
Baz2b,940,919,1149,1176,0.0325958952759651,-0.033509262190251125,2153
Tbr1,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Csrnp3,926,919,1169,1176,0.01094733197120195,-0.008613130304708033,2153
Sp5,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Dlx1,975,919,1117,1176,0.08533735734793843,-0.07425887435304958,2153
Dlx2,953,919,1142,1176,0.052411352620907445,-0.04232540947352158,2153
Sp3,907,919,1198,1176,-0.018962310760512108,0.026739847952421215,2153
Sp9,937,919,1158,1176,0.027984186370152316,-0.02225280684712774,2153
Atf2,934,919,1160,1176,0.023357688420627503,-0.01976325482142995,2153
Evx2,919,919,1176,1176,0.0,0.0,2153
Hoxd13,919,919,1176,1176,0.0,0.0,2153
Hoxd12,919,919,1176,1176,0.0,0.0,2153
Hoxd11,919,919,1176,1176,0.0,0.0,2153
Hoxd10,919,919,1176,1176,0.0,0.0,2153
Hoxd9,919,919,1176,1176,0.0,0.0,2153
Hoxd8,919,919,1176,1176,0.0,0.0,2153
Hoxd3,919,919,1176,1176,0.0,0.0,2153
Hoxd4,919,919,1176,1176,0.0,0.0,2153
Hoxd1,919,919,1176,1176,0.0,0.0,2153
Nfe2l2,928,919,1167,1176,0.014059943838537611,-0.011083499129016334,2153
Neurod1,919,919,1176,1176,0.0,0.0,2153
Spi1,919,919,1176,1176,0.0,0.0,2153
Nr1h3,920,919,1175,1176,0.001568999655340681,-0.00122730338400237,2153
Creb3l1,914,919,1181,1176,-0.00787069623096478,0.006120904560792738,2153
Phf21a,939,919,1157,1176,0.03106029636473993,-0.023499195728874465,2153
Alx4,919,919,1176,1176,0.0,0.0,2153
Rag1,919,919,1176,1176,0.0,0.0,2153
Ehf,919,919,1176,1176,0.0,0.0,2153
Elf5,919,919,1176,1176,0.0,0.0,2153
Wt1,919,919,1176,1176,0.0,0.0,2153
Pax6,1067,919,1044,1176,0.2154234095353905,-0.17176634826647993,2153
Meis2,1042,919,1079,1176,0.18121851098947372,-0.12419319534834748,2153
Mga,910,919,1187,1176,-0.014198316202975882,0.013431874805542431,2153
Zscan29,917,919,1176,1176,-0.0031431276939800435,0.0,2153
Kcnip3,908,919,1183,1176,-0.01737256399811944,0.008562013503424,2153
Zc3h8,909,919,1187,1176,-0.01578456709492736,0.013431874805542431,2153
Ebf4,922,919,1172,1176,0.004701889140303366,-0.004915490414116527,2153
Cenpb,888,919,1195,1176,-0.04950518493892853,0.023122558031746652,2153
Ovol2,919,919,1176,1176,0.0,0.0,2153
Insm1,916,919,1180,1176,-0.004717263192090615,0.004898799412839056,2153
Nkx2-4,919,919,1176,1176,0.0,0.0,2153
Nkx2-2,920,919,1175,1176,0.001568999655340681,-0.00122730338400237,2153
Pax1,919,919,1176,1176,0.0,0.0,2153
Foxa2,919,919,1176,1176,0.0,0.0,2153
Gzf1,926,919,1167,1176,0.01094733197120195,-0.011083499129016334,2153
Vsx1,919,919,1176,1176,0.0,0.0,2153
Scrt2,914,919,1176,1176,-0.00787069623096478,0.0,2153
Tcf15,917,919,1178,1176,-0.0031431276939800435,0.002451478994096389,2153
Rbck1,938,919,1155,1176,0.029523061226341987,-0.025995208532944576,2153
Sox12,935,919,1163,1176,0.024901503485964566,-0.01603696336314608,2153
Foxs1,919,919,1176,1176,0.0,0.0,2153
Plagl2,931,919,1162,1176,0.018716306269759092,-0.01727799143183547,2153
E2f1,930,919,1164,1176,0.01716585470635916,-0.014797001928080552,2153
Phf20,926,919,1170,1176,0.01094733197120195,-0.007379530365597452,2153
Tgif2,904,919,1191,1176,-0.02374208887384673,0.018285353027749553,2153
Mafb,871,919,1219,1176,-0.07739214269016993,0.05181006578384752,2153
Zhx3,911,919,1185,1176,-0.0126138074869838,0.010998998949257108,2153
L3mbtl1,920,919,1175,1176,0.001568999655340681,-0.00122730338400237,2153
Mybl2,984,919,1112,1176,0.09859345405020525,-0.08073127211285688,2153
Hnf4a,919,919,1176,1176,0.0,0.0,2153
Rbpjl,919,919,1176,1176,0.0,0.0,2153
Dnttip1,889,919,1197,1176,-0.047881442459264574,0.025535092107137478,2153
Ncoa3,921,919,1171,1176,0.0031362948023009943,-0.006146984335149348,2153
Snai1,919,919,1176,1176,0.0,0.0,2153
Cebpb,914,919,1181,1176,-0.00787069623096478,0.006120904560792738,2153
Adnp,913,919,1189,1176,-0.009450001304812432,0.015860654909291314,2153
Nfatc2,914,919,1180,1176,-0.00787069623096478,0.004898799412839056,2153
Sall4,922,919,1177,1176,0.004701889140303366,0.001226260202079849,2153
Zfp64,883,919,1212,1176,-0.057651423640568474,0.04350163863658641,2153
Tshz2,912,919,1182,1176,-0.011031037124292894,0.007341975341167981,2153
Tfap2c,918,919,1181,1176,-0.0015707078752265138,0.006120904560792738,2153
Ctcfl,919,919,1176,1176,0.0,0.0,2153
Gata5,919,919,1176,1176,0.0,0.0,2153
Tcfl5,919,919,1176,1176,0.0,0.0,2153
Bhlhe23,919,919,1176,1176,0.0,0.0,2153
Gmeb2,915,919,1180,1176,-0.006293118117629713,0.004898799412839056,2153
Zgpat,913,919,1177,1176,-0.009450001304812432,0.001226260202079849,2153
Zbtb46,925,919,1170,1176,0.009388504114640078,-0.007379530365597452,2153
Sox18,919,919,1176,1176,0.0,0.0,2153
Myt1,913,919,1182,1176,-0.009450001304812432,0.007341975341167981,2153
Hnf4g,922,919,1173,1176,0.004701889140303366,-0.0036850468078558985,2153
Zfhx4,830,919,1266,1176,-0.14695352505474737,0.1063893445919768,2153
Hey1,828,919,1268,1176,-0.15043409378970934,0.10866668530304281,2153
Zbtb10,923,919,1170,1176,0.006265786356739574,-0.007379530365597452,2153
E2f5,866,919,1237,1176,-0.08569783656230959,0.07295744014000528,2153
Bhlhe22,919,919,1176,1176,0.0,0.0,2153
Mecom,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Mynn,922,919,1172,1176,0.004701889140303366,-0.004915490414116527,2153
Skil,912,919,1181,1176,-0.011031037124292894,0.006120904560792738,2153
Sox2,1110,919,983,1176,0.2724229099484339,-0.25862473849578377,2153
Elf2,935,919,1160,1176,0.024901503485964566,-0.01976325482142995,2153
Foxo1,913,919,1181,1176,-0.009450001304812432,0.006120904560792738,2153
Smad9,919,919,1176,1176,0.0,0.0,2153
Sohlh2,919,919,1176,1176,0.0,0.0,2153
Shox2,919,919,1176,1176,0.0,0.0,2153
Tigd4,919,919,1176,1176,0.0,0.0,2153
Etv3,914,919,1182,1176,-0.00787069623096478,0.007341975341167981,2153
ETV3L,919,919,1176,1176,0.0,0.0,2153
Mef2d,917,919,1175,1176,-0.0031431276939800435,-0.00122730338400237,2153
Glmp,906,919,1190,1176,-0.020553811242799425,0.017073513358941406,2153
Ash1l,978,919,1126,1176,0.08976960366319932,-0.0626812327561348,2153
Zbtb7b,916,919,1179,1176,-0.004717263192090615,0.0036756581433983696,2153
Creb3l4,919,919,1176,1176,0.0,0.0,2153
Gatad2b,910,919,1183,1176,-0.014198316202975882,0.008562013503424,2153
Rorc,919,919,1176,1176,0.0,0.0,2153
Rfx5,917,919,1175,1176,-0.0031431276939800435,-0.00122730338400237,2153
Setdb1,923,919,1178,1176,0.006265786356739574,0.002451478994096389,2153
Arnt,903,919,1189,1176,-0.025338873808176336,0.015860654909291314,2153
Tbx15,913,919,1182,1176,-0.009450001304812432,0.007341975341167981,2153
Nhlh2,919,919,1176,1176,0.0,0.0,2153
Alx3,919,919,1176,1176,0.0,0.0,2153
Neurog2,815,919,1277,1176,-0.1732648021705947,0.11887046486635944,2153
Pitx2,919,919,1176,1176,0.0,0.0,2153
Lef1,893,919,1200,1176,-0.041404686167811657,0.02914634565951651,2153
Tet2,857,919,1233,1176,-0.10076965717653465,0.0682847395664748,2153
Cxxc4,933,919,1163,1176,0.02181221956272435,-0.01603696336314608,2153
Nfkb1,866,919,1231,1176,-0.08569783656230959,0.06594270164809297,2153
Gtf2b,919,919,1172,1176,0.0,-0.004915490414116527,2153
Zzz3,951,919,1156,1176,0.049380479571529044,-0.024746662335685607,2153
Lhx8,919,919,1176,1176,0.0,0.0,2153
Plag1,909,919,1182,1176,-0.01578456709492736,0.007341975341167981,2153
Prdm13,919,919,1176,1176,0.0,0.0,2153
Pou3f2,810,919,1289,1176,-0.1821429535170475,0.13236420352528647,2153
Bach2,917,919,1188,1176,-0.0031431276939800435,0.014646775964401263,2153
Topors,864,919,1233,1176,-0.08903354912556588,0.0682847395664748,2153
Nfx1,926,919,1170,1176,0.01094733197120195,-0.007379530365597452,2153
Arid3c,919,919,1176,1176,0.0,0.0,2153
Creb3,919,919,1173,1176,0.0,-0.0036850468078558985,2153
Pax5,919,919,1176,1176,0.0,0.0,2153
Zbtb5,910,919,1186,1176,-0.014198316202975882,0.012215949709639348,2153
Xpa,909,919,1193,1176,-0.01578456709492736,0.020705982858863693,2153
Foxe1,919,919,1176,1176,0.0,0.0,2153
Nr4a3,920,919,1175,1176,0.001568999655340681,-0.00122730338400237,2153
Msantd3,872,919,1221,1176,-0.0757367265121082,0.05417514015103876,2153
Tal2,919,919,1176,1176,0.0,0.0,2153
Klf4,911,919,1184,1176,-0.0126138074869838,0.009781020792585396,2153
Zfp37,920,919,1175,1176,0.001568999655340681,-0.00122730338400237,2153
Akna,907,919,1188,1176,-0.018962310760512108,0.014646775964401263,2153
Nfib,506,919,1589,1176,-0.8609274765947242,0.43423106451215476,2153
Bnc2,916,919,1179,1176,-0.004717263192090615,0.0036756581433983696,2153
Dmrta1,922,919,1174,1176,0.004701889140303366,-0.0024556517263121347,2153
Mysm1,893,919,1204,1176,-0.041404686167811657,0.03394733192333753,2153
Jun,895,919,1197,1176,-0.03817717913741566,0.025535092107137478,2153
Nfia,668,919,1431,1176,-0.4602167588149823,0.2831356118903033,2153
Foxd3,919,919,1176,1176,0.0,0.0,2153
Glis1,919,919,1176,1176,0.0,0.0,2153
Dmrtb1,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Dmrta2,889,919,1213,1176,-0.047881442459264574,0.044691490284145804,2153
Foxd2,917,919,1178,1176,-0.0031431276939800435,0.002451478994096389,2153
Foxe3,919,919,1176,1176,0.0,0.0,2153
Tal1,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Dmbx1,919,919,1176,1176,0.0,0.0,2153
Gpbp1l1,898,919,1194,1176,-0.0333494165478876,0.021914776428440728,2153
Ccdc17,920,919,1176,1176,0.001568999655340681,0.0,2153
Klf17,919,919,1176,1176,0.0,0.0,2153
Ybx1,1250,919,866,1176,0.4437913282604148,-0.44144913010963954,2153
Foxj3,913,919,1184,1176,-0.009450001304812432,0.009781020792585396,2153
Hivep3,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Foxo6,910,919,1186,1176,-0.014198316202975882,0.012215949709639348,2153
Scmh1,950,919,1156,1176,0.047862651929275836,-0.024746662335685607,2153
Nfyc,916,919,1179,1176,-0.004717263192090615,0.0036756581433983696,2153
Zfp69,925,919,1170,1176,0.009388504114640078,-0.007379530365597452,2153
Rlf,890,919,1207,1176,-0.046259525435274465,0.03753761591865707,2153
Mycl,915,919,1185,1176,-0.006293118117629713,0.010998998949257108,2153
Heyl,917,919,1178,1176,-0.0031431276939800435,0.002451478994096389,2153
Pou3f1,877,919,1218,1176,-0.06748801884430153,0.05062607306996814,2153
Mtf1,918,919,1178,1176,-0.0015707078752265138,0.002451478994096389,2153
Tfap2e,919,919,1176,1176,0.0,0.0,2153
Zscan20,926,919,1169,1176,0.01094733197120195,-0.008613130304708033,2153
Zbtb8a,918,919,1176,1176,-0.0015707078752265138,0.0,2153
Zbtb8b,919,919,1176,1176,0.0,0.0,2153
Gmeb1,920,919,1172,1176,0.001568999655340681,-0.004915490414116527,2153
Ahdc1,917,919,1176,1176,-0.0031431276939800435,0.0,2153
Lin28a,919,919,1176,1176,0.0,0.0,2153
Runx3,919,919,1176,1176,0.0,0.0,2153
Grhl3,919,919,1176,1176,0.0,0.0,2153
E2f2,962,919,1133,1176,0.06597203248100748,-0.05374019901584877,2153
Zbtb40,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Pax7,919,919,1176,1176,0.0,0.0,2153
Zbtb17,931,919,1164,1176,0.018716306269759092,-0.014797001928080552,2153
Spen,929,919,1171,1176,0.015613735093618356,-0.006146984335149348,2153
Prdm2,902,919,1183,1176,-0.02693742803365358,0.008562013503424,2153
Casz1,920,919,1175,1176,0.001568999655340681,-0.00122730338400237,2153
Cenps,938,919,1158,1176,0.029523061226341987,-0.02225280684712774,2153
Camta1,911,919,1190,1176,-0.0126138074869838,0.017073513358941406,2153
Thap3,934,919,1159,1176,0.023357688420627503,-0.021007493829892688,2153
Zbtb48,919,919,1176,1176,0.0,0.0,2153
Hes2,919,919,1176,1176,0.0,0.0,2153
Hes3,919,919,1176,1176,0.0,0.0,2153
Prdm16,896,919,1194,1176,-0.036566129231430364,0.021914776428440728,2153
Hes5,932,919,1160,1176,0.020265093365245585,-0.01976325482142995,2153
Ski,909,919,1184,1176,-0.01578456709492736,0.009781020792585396,2153
Dmtf1,894,919,1199,1176,-0.03979003010571681,0.02794359857785921,2153
Gbx1,919,919,1176,1176,0.0,0.0,2153
En2,919,919,1176,1176,0.0,0.0,2153
Mnx1,919,919,1176,1176,0.0,0.0,2153
Cenpa,978,919,1120,1176,0.08976960366319932,-0.07038932789139801,2153
Preb,873,919,1223,1176,-0.07408320765959438,0.05653634369102227,2153
Tcf23,919,919,1176,1176,0.0,0.0,2153
Fosl2,919,919,1176,1176,0.0,0.0,2153
Nkx1-1,919,919,1176,1176,0.0,0.0,2153
Mxd4,877,919,1216,1176,-0.06748801884430153,0.04825516860722115,2153
Msantd1,920,919,1175,1176,0.001568999655340681,-0.00122730338400237,2153
Hmx1,919,919,1176,1176,0.0,0.0,2153
Msx1,912,919,1183,1176,-0.011031037124292894,0.008562013503424,2153
Zbtb49,917,919,1178,1176,-0.0031431276939800435,0.002451478994096389,2153
Nkx3-2,919,919,1176,1176,0.0,0.0,2153
Lcorl,918,919,1182,1176,-0.0015707078752265138,0.007341975341167981,2153
Rbpj,945,919,1152,1176,0.04024946781940051,-0.029747343394052064,2153
Klf3,850,919,1240,1176,-0.11260202026397045,0.07645206043787324,2153
Phox2b,919,919,1176,1176,0.0,0.0,2153
Nfxl1,935,919,1165,1176,0.024901503485964566,-0.013558105294721786,2153
Gsx2,918,919,1176,1176,-0.0015707078752265138,0.0,2153
Clock,915,919,1175,1176,-0.006293118117629713,-0.00122730338400237,2153
Rest,932,919,1165,1176,0.020265093365245585,-0.013558105294721786,2153
Prdm8,919,919,1176,1176,0.0,0.0,2153
Lin54,909,919,1189,1176,-0.01578456709492736,0.015860654909291314,2153
Nkx6-1,919,919,1176,1176,0.0,0.0,2153
Barhl2,919,919,1176,1176,0.0,0.0,2153
Gfi1,919,919,1176,1176,0.0,0.0,2153
Mtf2,932,919,1159,1176,0.020265093365245585,-0.021007493829892688,2153
Dr1,895,919,1191,1176,-0.03817717913741566,0.018285353027749553,2153
Foxn4,919,919,1176,1176,0.0,0.0,2153
Hnf1a,919,919,1176,1176,0.0,0.0,2153
Tbx3,919,919,1176,1176,0.0,0.0,2153
Tbx5,919,919,1176,1176,0.0,0.0,2153
Lhx5,919,919,1176,1176,0.0,0.0,2153
Trafd1,918,919,1173,1176,-0.0015707078752265138,-0.0036850468078558985,2153
Cux2,924,919,1171,1176,0.00782799012702318,-0.006146984335149348,2153
Kdm2b,898,919,1200,1176,-0.0333494165478876,0.02914634565951651,2153
Mlxip,928,919,1171,1176,0.014059943838537611,-0.006146984335149348,2153
Zbed5,916,919,1179,1176,-0.004717263192090615,0.0036756581433983696,2153
Gtf2ird2,925,919,1169,1176,0.009388504114640078,-0.008613130304708033,2153
Gtf2i,917,919,1174,1176,-0.0031431276939800435,-0.0024556517263121347,2153
Gtf2ird1,922,919,1173,1176,0.004701889140303366,-0.0036850468078558985,2153
Mlxipl,920,919,1175,1176,0.001568999655340681,-0.00122730338400237,2153
Cux1,960,919,1138,1176,0.06296954431948414,-0.04738750252978244,2153
Zkscan1,913,919,1175,1176,-0.009450001304812432,-0.00122730338400237,2153
Zscan21,910,919,1186,1176,-0.014198316202975882,0.012215949709639348,2153
Uncx,835,919,1260,1176,-0.13828866392761993,0.09953567355091437,2153
Mafk,921,919,1174,1176,0.0031362948023009943,-0.0024556517263121347,2153
Foxk1,904,919,1189,1176,-0.02374208887384673,0.015860654909291314,2153
Rbak,914,919,1183,1176,-0.00787069623096478,0.008562013503424,2153
Bhlha15,919,919,1176,1176,0.0,0.0,2153
Zkscan5,932,919,1163,1176,0.020265093365245585,-0.01603696336314608,2153
Zscan25,926,919,1168,1176,0.01094733197120195,-0.009847785956347178,2153
Gtf3a,960,919,1140,1176,0.06296954431948414,-0.04485423578426042,2153
Gsx1,919,919,1176,1176,0.0,0.0,2153
Pdx1,926,919,1169,1176,0.01094733197120195,-0.008613130304708033,2153
Cdx2,919,919,1176,1176,0.0,0.0,2153
Dlx6,942,919,1156,1176,0.035662198323748805,-0.024746662335685607,2153
Dlx5,936,919,1159,1176,0.026443668294370042,-0.021007493829892688,2153
Foxp2,843,919,1257,1176,-0.12453223034695218,0.09609658958414352,2153
Tfec,919,919,1176,1176,0.0,0.0,2153
Fezf1,919,919,1176,1176,0.0,0.0,2153
Pax4,919,919,1176,1176,0.0,0.0,2153
Irf5,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Nrf1,933,919,1166,1176,0.02181221956272435,-0.012320271635867894,2153
Klf14,919,919,1176,1176,0.0,0.0,2153
Chchd3,975,919,1124,1176,0.08533735734793843,-0.06524602461543837,2153
Creb3l2,910,919,1185,1176,-0.014198316202975882,0.010998998949257108,2153
Nobox,919,919,1176,1176,0.0,0.0,2153
Repin1,921,919,1171,1176,0.0031362948023009943,-0.006146984335149348,2153
Nfe2l3,919,919,1176,1176,0.0,0.0,2153
Hoxa1,919,919,1176,1176,0.0,0.0,2153
Hoxa2,919,919,1176,1176,0.0,0.0,2153
Hoxa3,919,919,1176,1176,0.0,0.0,2153
Hoxa4,919,919,1176,1176,0.0,0.0,2153
Hoxa5,919,919,1176,1176,0.0,0.0,2153
Hoxa6,919,919,1176,1176,0.0,0.0,2153
Hoxa7,919,919,1176,1176,0.0,0.0,2153
Hoxa9,919,919,1176,1176,0.0,0.0,2153
Hoxa10,919,919,1176,1176,0.0,0.0,2153
Hoxa11,919,919,1176,1176,0.0,0.0,2153
Hoxa13,919,919,1176,1176,0.0,0.0,2153
Evx1,919,919,1176,1176,0.0,0.0,2153
Jazf1,902,919,1191,1176,-0.02693742803365358,0.018285353027749553,2153
Creb5,770,919,1332,1176,-0.25520641570677083,0.1797060222348978,2153
Neurod6,744,919,1345,1176,-0.3047622401810032,0.19371811260762203,2153
Tigd2,912,919,1183,1176,-0.011031037124292894,0.008562013503424,2153
Atoh1,919,919,1176,1176,0.0,0.0,2153
Prdm5,920,919,1174,1176,0.001568999655340681,-0.0024556517263121347,2153
Foxi3,919,919,1176,1176,0.0,0.0,2153
Atoh8,915,919,1180,1176,-0.006293118117629713,0.004898799412839056,2153
Tcf7l1,912,919,1178,1176,-0.011031037124292894,0.002451478994096389,2153
Kcmf1,834,919,1262,1176,-0.14001747784437085,0.10182385014618464,2153
Tlx2,919,919,1176,1176,0.0,0.0,2153
Lbx2,919,919,1176,1176,0.0,0.0,2153
Tet3,923,919,1173,1176,0.006265786356739574,-0.0036850468078558985,2153
Vax2,919,919,1176,1176,0.0,0.0,2153
Emx1,854,919,1229,1176,-0.10582879166854416,0.06359685553629721,2153
Noto,919,919,1176,1176,0.0,0.0,2153
Egr4,919,919,1176,1176,0.0,0.0,2153
Figla,919,919,1176,1176,0.0,0.0,2153
Mxd1,914,919,1178,1176,-0.00787069623096478,0.002451478994096389,2153
Gata2,919,919,1176,1176,0.0,0.0,2153
Zxdc,919,919,1174,1176,0.0,-0.0024556517263121347,2153
Klf15,922,919,1173,1176,0.004701889140303366,-0.0036850468078558985,2153
Nr2c2,928,919,1165,1176,0.014059943838537611,-0.013558105294721786,2153
Rbsn,914,919,1183,1176,-0.00787069623096478,0.008562013503424,2153
Tmf1,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Mitf,914,919,1181,1176,-0.00787069623096478,0.006120904560792738,2153
Foxp1,845,919,1238,1176,-0.12111352011948787,0.07412325437790025,2153
Bhlhe40,914,919,1186,1176,-0.00787069623096478,0.012215949709639348,2153
Pparg,919,919,1176,1176,0.0,0.0,2153
Mbd4,933,919,1167,1176,0.02181221956272435,-0.011083499129016334,2153
Nanog,919,919,1176,1176,0.0,0.0,2153
Foxj2,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Tead4,919,919,1176,1176,0.0,0.0,2153
Foxm1,942,919,1157,1176,0.035662198323748805,-0.023499195728874465,2153
Ybx3,871,919,1207,1176,-0.07739214269016993,0.03753761591865707,2153
