Gene,Perturbed_Notochord_count,Unperturbed_Notochord_count,Perturbed_Prechordal_count,Unperturbed_Prechordal_count,Notochord_LogFC,Prechordal_LogFC,Total_cells
ZNF1068,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF1069,634,634,107,107,0.0,0.0,741
ZNF1070,634,634,107,107,0.0,0.0,741
ZNF1071,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF1072,634,634,107,107,0.0,0.0,741
ZNF1073,634,634,107,107,0.0,0.0,741
ZNF1074,634,634,107,107,0.0,0.0,741
ZNF1075,634,634,107,107,0.0,0.0,741
ZNF1076,634,634,107,107,0.0,0.0,741
ZNF1077,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF1078,634,634,107,107,0.0,0.0,741
ZNF1079,634,634,107,107,0.0,0.0,741
ZNF1080,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF1081,634,634,107,107,0.0,0.0,741
ZNF1082,634,634,107,107,0.0,0.0,741
ZNF1083,634,634,107,107,0.0,0.0,741
ZNF1084,634,634,107,107,0.0,0.0,741
ZNF1085,634,634,107,107,0.0,0.0,741
ZNF1086,634,634,107,107,0.0,0.0,741
ZNF1087,634,634,107,107,0.0,0.0,741
ZNF1088,634,634,107,107,0.0,0.0,741
ZNF1089,634,634,107,107,0.0,0.0,741
ZNF1090,634,634,107,107,0.0,0.0,741
ZNF1091,634,634,107,107,0.0,0.0,741
ZNF1092,634,634,107,107,0.0,0.0,741
ZNF1093,634,634,107,107,0.0,0.0,741
ZNF1094,634,634,107,107,0.0,0.0,741
ZNF1095,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF1096,634,634,107,107,0.0,0.0,741
ZNF1097,634,634,107,107,0.0,0.0,741
ZNF1098,634,634,107,107,0.0,0.0,741
ZNF1100,634,634,107,107,0.0,0.0,741
ZNF1101,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF1103,634,634,107,107,0.0,0.0,741
ZNF1104,634,634,107,107,0.0,0.0,741
ZNF1105,634,634,107,107,0.0,0.0,741
ZNF1106,634,634,107,107,0.0,0.0,741
ZNF1107,634,634,107,107,0.0,0.0,741
ZNF1108,634,634,107,107,0.0,0.0,741
ZNF1109,634,634,107,107,0.0,0.0,741
ZNF1110,634,634,107,107,0.0,0.0,741
ZNF1111,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF1112,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF1113,634,634,107,107,0.0,0.0,741
ZNF1114,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZNF1115,634,634,107,107,0.0,0.0,741
ZNF1116,634,634,107,107,0.0,0.0,741
ZNF1117,634,634,107,107,0.0,0.0,741
ZNF1118,634,634,107,107,0.0,0.0,741
ZNF1119,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF1121,634,634,107,107,0.0,0.0,741
ZNF1122,634,634,107,107,0.0,0.0,741
ZNF1124,634,634,107,107,0.0,0.0,741
ZNF1125,634,634,107,107,0.0,0.0,741
ZNF1126,634,634,107,107,0.0,0.0,741
ZNF1127,634,634,107,107,0.0,0.0,741
ZNF1128,634,634,107,107,0.0,0.0,741
ZNF1129,634,634,107,107,0.0,0.0,741
ZNF1130,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ZNF1131,616,634,125,107,-0.04155248944450596,0.22431729826094013,741
ZNF1132,634,634,107,107,0.0,0.0,741
ZNF1133,634,634,107,107,0.0,0.0,741
ZNF1135,634,634,107,107,0.0,0.0,741
ZNF1136,634,634,107,107,0.0,0.0,741
ZNF1137,634,634,107,107,0.0,0.0,741
ZNF1139,634,634,107,107,0.0,0.0,741
ZNF1140,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZNF1141,634,634,107,107,0.0,0.0,741
ZNF1143,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
ZNF1144,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
ZNF1145,634,634,107,107,0.0,0.0,741
ZNF1146,634,634,107,107,0.0,0.0,741
ZNF1147,634,634,107,107,0.0,0.0,741
ZNF1148,634,634,107,107,0.0,0.0,741
ZNF1149,634,634,107,107,0.0,0.0,741
ZNF131,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZNF142,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
ZNF143A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF143B,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
ZNF148,634,634,107,107,0.0,0.0,741
ZNF217,623,634,118,107,-0.025250677115405396,0.14117606296069418,741
ZNF219,634,634,107,107,0.0,0.0,741
ZNF236,634,634,107,107,0.0,0.0,741
ZNF277,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF281A,634,634,107,107,0.0,0.0,741
ZNF281B,604,634,137,107,-0.06993429081432839,0.3565650965593798,741
ZNF292A,591,634,150,107,-0.10132470996187483,0.48735170409473394,741
ZNF292B,625,634,116,107,-0.0206266505899579,0.11651400872642503,741
ZNF296,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
ZNF341,634,634,107,107,0.0,0.0,741
ZNF362A,634,634,107,107,0.0,0.0,741
ZNF362B,634,634,107,107,0.0,0.0,741
ZNF366,634,634,107,107,0.0,0.0,741
ZNF367,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ZNF384,648,634,93,107,0.03151097274521759,-0.2023081752931156,741
ZNF384L,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZNF395B,626,634,115,107,-0.018320183206788968,0.10402306454322828,741
ZNF407,634,634,107,107,0.0,0.0,741
ZNF408,634,634,107,107,0.0,0.0,741
ZNF410,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF414,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF423,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
ZNF438,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF45L,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
ZNF507,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
ZNF511,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF512,634,634,107,107,0.0,0.0,741
ZNF512B,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF516,634,634,107,107,0.0,0.0,741
ZNF521,634,634,107,107,0.0,0.0,741
ZNF526,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
ZNF532,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
ZNF536,634,634,107,107,0.0,0.0,741
ZNF541,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF569L,634,634,107,107,0.0,0.0,741
ZNF574,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
ZNF576.1,591,634,150,107,-0.10132470996187483,0.48735170409473394,741
ZNF592,634,634,107,107,0.0,0.0,741
ZNF618,634,634,107,107,0.0,0.0,741
ZNF644B,634,634,107,107,0.0,0.0,741
ZNF648,634,634,107,107,0.0,0.0,741
ZNF652,634,634,107,107,0.0,0.0,741
ZNF653,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZNF668,571,634,170,107,-0.15099209477656456,0.6679239497365548,741
ZNF687A,634,634,107,107,0.0,0.0,741
ZNF687B,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
ZNF692,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ZNF704,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF710A,592,634,149,107,-0.09888566451045752,0.4777015340610147,741
ZNF711,634,634,107,107,0.0,0.0,741
ZNF740A,608,634,133,107,-0.060411516695821704,0.31381544910004266,741
ZNF740B,623,634,118,107,-0.025250677115405396,0.14117606296069418,741
ZNF76,623,634,118,107,-0.025250677115405396,0.14117606296069418,741
ZNF770,628,634,113,107,-0.013718281247780323,0.07871197601404076,741
ZNF800A,616,634,125,107,-0.04155248944450596,0.22431729826094013,741
ZNF827,634,634,107,107,0.0,0.0,741
ZNF831,634,634,107,107,0.0,0.0,741
ZNF970,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF972,634,634,107,107,0.0,0.0,741
ZNF973,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
ZNF974,634,634,107,107,0.0,0.0,741
ZNF975,634,634,107,107,0.0,0.0,741
ZNF977,634,634,107,107,0.0,0.0,741
ZNF980,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
ZNF982,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF983,634,634,107,107,0.0,0.0,741
ZNF985,634,634,107,107,0.0,0.0,741
ZNF986,634,634,107,107,0.0,0.0,741
ZNF987,634,634,107,107,0.0,0.0,741
ZNF988,634,634,107,107,0.0,0.0,741
ZNF989,584,634,157,107,-0.11851447125938995,0.5531537624904801,741
ZNF990,647,634,94,107,0.029282871853100412,-0.18687813472350961,741
ZNF991,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
ZNF992,634,634,107,107,0.0,0.0,741
ZNF993,634,634,107,107,0.0,0.0,741
ZNF994,634,634,107,107,0.0,0.0,741
ZNF995,634,634,107,107,0.0,0.0,741
ZNF996,634,634,107,107,0.0,0.0,741
ZNF997,644,634,97,107,0.022577847975209585,-0.1415541442140193,741
ZNF998,634,634,107,107,0.0,0.0,741
ZNF999,634,634,107,107,0.0,0.0,741
ZNFL2A,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZZZ3,650,634,91,107,0.03595687777640969,-0.2336723462024507,741
AADACL4,634,634,107,107,0.0,0.0,741
ABCA1A,634,634,107,107,0.0,0.0,741
ABCC13,634,634,107,107,0.0,0.0,741
ABCC2,634,634,107,107,0.0,0.0,741
ABCC3,634,634,107,107,0.0,0.0,741
ABCC6A,634,634,107,107,0.0,0.0,741
ABCC9,634,634,107,107,0.0,0.0,741
ABCG1,634,634,107,107,0.0,0.0,741
ABHD15B,634,634,107,107,0.0,0.0,741
ABLIM3,634,634,107,107,0.0,0.0,741
ACBD7,634,634,107,107,0.0,0.0,741
ACER2,634,634,107,107,0.0,0.0,741
ACKR3B,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
ACP5A,597,634,144,107,-0.08675190887460218,0.4284580150411653,741
ACTA1A,634,634,107,107,0.0,0.0,741
ACTA1B,634,634,107,107,0.0,0.0,741
ACTC1A,634,634,107,107,0.0,0.0,741
ACTC1B,634,634,107,107,0.0,0.0,741
ACTN1,634,634,107,107,0.0,0.0,741
ACTR3,634,634,107,107,0.0,0.0,741
ACVR2AB,634,634,107,107,0.0,0.0,741
ACYP1,634,634,107,107,0.0,0.0,741
ADAM28,634,634,107,107,0.0,0.0,741
ADAM8A,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
ADAT1,634,634,107,107,0.0,0.0,741
ADGRB1A,634,634,107,107,0.0,0.0,741
ADGRL2B.1,634,634,107,107,0.0,0.0,741
ADMP,284,634,457,107,-1.1585919106347253,2.094583368656923,741
