index,fate_excluding_DCs,fate_excluding_Ery_1,fate_excluding_HSC_1,fate_excluding_Mono_1,fate_excluding_Precursors,fate_excluding_HSC_2,fate_excluding_Mono_2,fate_excluding_Ery_2
Run4_236082114522339,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236167176797429,DCs,DCs,Ery_2,Mega,Mega,Mega,Mega,Mega
Run4_236167177038253,Mono_2,DCs,DCs,DCs,Mono_1,Ery_2,Mega,DCs
Run4_236167177394595,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_236167189903659,Mono_2,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_236167190243123,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236167209045339,Mono_1,DCs,Mono_1,DCs,Mono_1,DCs,DCs,DCs
Run4_236169980959019,Mono_2,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs
Run4_236169995410141,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236169995958515,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_236175617813726,DCs,DCs,Mega,Mega,Mono_2,Mega,Ery_2,Mega
Run4_236175618128299,Mono_2,DCs,Mega,Ery_2,Ery_1,Mega,Mega,Mega
Run4_236175618620203,Ery_1,Mega,Ery_2,Ery_2,Ery_2,Ery_2,DCs,Ery_1
Run4_236175664264997,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_236176853395803,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_236176853548387,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1
Run4_236176853810421,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236177524144878,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_236221669165997,Mono_2,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_2,DCs
Run4_236221670050523,Mono_1,Mono_2,Mono_1,DCs,Mono_1,DCs,Mono_1,DCs
Run4_236221682007389,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_236221682543326,Mono_2,DCs,DCs,DCs,Mega,DCs,Mega,Mega
Run4_236221701241564,Mono_2,DCs,DCs,DCs,Mono_1,DCs,Mono_1,DCs
Run4_236288387959652,DCs,DCs,Ery_2,Mega,Mega,DCs,Mega,Mono_1
Run4_236288388229470,DCs,DCs,DCs,DCs,Mono_1,DCs,Mono_1,DCs
Run4_236633986353573,Ery_1,DCs,Mono_1,HSC_2,Mega,DCs,DCs,DCs
Run4_236633999137206,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_236634017773430,Mega,Mega,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_236634018002741,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236639608782067,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236639608818485,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_236639623530278,Ery_2,Ery_1,Ery_1,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run4_236639636540830,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_236639655151397,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_236639655456116,Mono_1,Mono_1,DCs,DCs,Mono_1,DCs,Mono_2,Mono_1
Run4_236650077998446,Ery_2,DCs,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_236650092449187,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236650105264556,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_236650123947235,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_236650124458796,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236768055152038,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236768070092718,Mono_1,DCs,DCs,DCs,Mono_2,DCs,Mono_2,DCs
Run4_236768082417451,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_236768082685221,Mono_2,DCs,DCs,DCs,Mono_2,Mono_1,Mono_1,DCs
Run4_236768101062563,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236768101619636,Ery_1,Mega,DCs,DCs,Mega,DCs,Ery_1,DCs
Run4_236768101816741,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236785368976621,DCs,DCs,Ery_2,DCs,DCs,Mega,DCs,DCs
Run4_236785369770718,DCs,Mega,DCs,DCs,Mega,Mega,Mega,Mono_1
Run4_236785384245085,Mega,Mega,Mega,Mega,Mono_1,Mega,Mega,Mega
Run4_236785384406389,Ery_2,Mono_1,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_1
Run4_236785397020917,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_236785397033390,Ery_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_236785415612150,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1,DCs
Run4_236785415678748,Mono_2,Mono_2,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_236846706449244,Mono_2,DCs,DCs,DCs,DCs,Mono_1,DCs,Mono_1
Run4_236846706805478,Mono_1,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,Mono_1
Run4_236846721452453,DCs,DCs,DCs,DCs,Mega,DCs,Mega,Mono_1
Run4_236846721911139,DCs,Mono_1,DCs,DCs,DCs,Mono_1,Mono_2,Mono_1
Run4_236846752652084,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_239382616197555,DCs,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run4_239382644254966,DCs,Mega,DCs,Mega,Mega,Ery_2,DCs,DCs
Run4_239382662335347,Ery_2,Mega,Ery_1,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run4_239382662691758,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239391474863531,DCs,DCs,DCs,DCs,Ery_1,DCs,Mono_2,DCs
Run4_239391474933020,Mono_2,DCs,DCs,DCs,DCs,DCs,Mega,DCs
Run4_239391489345902,DCs,DCs,DCs,DCs,Mono_1,Precursors,DCs,Mono_2
Run4_239391489538413,Ery_1,DCs,Ery_2,DCs,Ery_1,Ery_1,Ery_1,Mono_1
Run4_239391501925212,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_239391502362910,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,Mono_2
Run4_239391502653292,DCs,DCs,DCs,DCs,Mono_1,DCs,Mono_2,Mono_1
Run4_239391520811883,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239391521295708,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_239391521495341,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_239391521519406,Mega,Mega,Mega,Mega,Mega,DCs,Mega,Mega
Run4_239407461484389,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_239407461717724,DCs,DCs,DCs,DCs,Mono_1,DCs,HSC_2,DCs
Run4_239407461779307,Mono_1,Mono_1,Mono_2,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_239407461947620,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_239407492937629,DCs,DCs,DCs,DCs,Mega,Mega,Mega,Mega
Run4_239407493430701,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_239407493441893,Mega,Mega,DCs,DCs,Mega,Mega,Mega,DCs
Run4_239408788924251,DCs,DCs,DCs,DCs,Mono_1,DCs,Mono_1,DCs
Run4_239408789023988,Ery_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_239408816184030,DCs,Mono_1,Mono_1,DCs,Mono_2,DCs,Mono_1,DCs
Run4_239408816252708,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239408816449379,Mono_2,Mono_1,Mono_1,DCs,Mono_1,Mono_1,DCs,Mono_1
Run4_239408816547691,Ery_1,DCs,DCs,DCs,Mega,Ery_1,Mega,DCs
Run4_239448248936886,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_239448264232307,Mega,DCs,Ery_1,DCs,DCs,Ery_1,Mega,Mega
Run4_239448275970990,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_239448294837661,Mono_2,DCs,DCs,DCs,Mono_2,DCs,Mono_2,Mono_2
Run4_239448294906718,Mono_2,DCs,Ery_1,Mega,Mega,Mega,Mega,Ery_2
Run4_239458061794148,DCs,HSC_1,DCs,DCs,Mega,DCs,DCs,DCs
Run4_239458073925534,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239458074117941,DCs,DCs,DCs,DCs,Ery_1,DCs,DCs,DCs
Run4_239458093317548,Ery_1,Mega,Ery_2,Ery_2,Ery_2,Mega,Ery_2,Ery_1
Run4_239468515612445,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_239468515839403,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239468516337884,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239468543600948,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_239468561943923,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239475375659437,Ery_1,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_239475375855332,Ery_2,DCs,Ery_2,DCs,Mega,Ery_2,Ery_2,Ery_1
Run4_239475387980214,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_239475407076779,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_239475407608229,Ery_1,Mega,DCs,Mega,Ery_1,Mega,Mega,Mega
Run4_239477239736227,Mono_2,Mono_1,Mono_2,DCs,Mono_1,Mono_1,Mono_1,Mono_2
Run4_239477239790380,Mono_2,DCs,DCs,DCs,DCs,DCs,Mega,DCs
Run4_239477240318259,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_1,Ery_1
Run4_239477267293988,Ery_1,Mega,Ery_2,Mega,Mega,Mega,Ery_2,Ery_2
Run4_239477286398693,Ery_2,DCs,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_239587835722524,Ery_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239587862722406,Mono_1,DCs,Mega,DCs,Mega,Mega,Mega,Mega
Run4_239587881282845,Mono_2,DCs,Mono_1,DCs,DCs,DCs,Mono_2,DCs
Run4_239596291349302,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239596291410229,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239596291700573,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_239596318123878,DCs,DCs,Mega,Ery_2,Mono_1,Ery_1,DCs,Mega
Run4_239596318186406,Mono_1,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_239596336999349,Mega,DCs,DCs,DCs,Mega,Precursors,Mega,Mega
Run4_239596337477429,Ery_1,DCs,Ery_2,HSC_2,Ery_2,DCs,Ery_2,Mega
Run4_239932640507627,Mono_1,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,Mono_1
Run4_239932640774965,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1
Run4_239932655712989,Ery_2,Mega,DCs,Mega,Mega,Ery_1,DCs,Ery_1
Run4_239932656020260,Mono_1,Mono_1,Mono_2,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_239932686654246,Ery_2,Mega,Mega,Mega,Mega,Mega,Ery_2,Mega
Run4_239946733313451,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run4_239946733644571,Mega,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_239946779966749,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_240001494408486,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_240001494505773,HSC_2,DCs,DCs,DCs,Mega,Ery_2,Mega,Mono_2
Run4_240001494992669,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_240001509710564,Mono_2,Mono_1,Mono_1,DCs,Mono_2,DCs,Mono_1,DCs
Run4_240001540545315,Ery_2,Mega,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_1
Run4_240001540865374,Mono_2,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_240094655987107,DCs,DCs,DCs,DCs,Mega,Ery_2,DCs,DCs
Run4_240136785906405,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_240136786165171,DCs,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1
Run4_240136800851756,DCs,DCs,Ery_1,DCs,Mega,Precursors,DCs,Mono_2
Run4_240136800909740,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_240136812879133,Mono_1,Mono_1,Mono_1,Ery_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_240136813497061,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_240136813497564,Mono_1,DCs,Mono_1,DCs,Mono_2,DCs,Mono_2,DCs
Run4_240136832019750,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_2,Mono_1
Run4_240154771568436,Ery_1,Mega,Ery_2,Ery_2,Mega,Mega,Ery_1,Ery_1
Run4_240154786032948,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1,Ery_1
Run4_240154798156084,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_240154798308595,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_240154817260317,DCs,DCs,Ery_2,DCs,Ery_2,DCs,Mono_2,Ery_1
Run4_240161213593374,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_240161214053163,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_240161214084979,Mono_2,DCs,Ery_2,DCs,Mono_1,Mega,DCs,Ery_2
Run4_240161240857894,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_240161259907484,Mono_1,Mega,Mega,Mega,Mega,Mono_1,Mega,Mega
Run4_240161259997029,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_240161260226844,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_240482289609438,Mono_2,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_240482290165987,Ery_1,Mega,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_240482308994988,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_240490717760924,Ery_2,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run4_240490717820773,Ery_1,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run4_240490732735862,DCs,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_240490745285349,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_240490764253030,DCs,DCs,DCs,DCs,Mono_2,Mono_1,Mono_2,DCs
Run4_240490764462491,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_240498368268597,Mono_2,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run4_240498382920478,Mono_2,Mono_1,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_240498383121180,Ery_2,DCs,DCs,DCs,Mega,Ery_2,Mega,Mono_1
Run4_240498383218477,DCs,DCs,DCs,DCs,DCs,DCs,DCs,Mono_2
Run4_240498396326708,Mono_2,Mono_2,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_2
Run4_240498414410590,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_240498415159580,Mono_2,Mono_1,Mono_1,DCs,Mono_1,DCs,Mono_1,Mono_2
Run4_240617715783924,DCs,Mono_1,Mega,DCs,Mega,Mega,DCs,Mono_2
Run4_240617715787484,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_240617715789107,DCs,Mega,Mono_2,Mega,Mega,Mega,Mono_1,Mono_1
Run4_240617715844843,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mega,Ery_2,Ery_1
Run4_240617733970350,DCs,HSC_1,DCs,DCs,Mono_2,DCs,Mega,DCs
Run4_240617734485933,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_240617734760222,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_240634599754012,DCs,DCs,Ery_2,Mono_2,Precursors,Ery_2,Ery_2,Ery_2
Run4_240634599982955,Mono_1,Mono_2,Mono_2,DCs,Mono_1,Mono_1,Mono_1,Mono_2
Run4_240634614659956,DCs,DCs,Ery_2,DCs,Mono_1,DCs,DCs,DCs
Run4_240634614668702,Mono_1,Mono_1,Ery_2,DCs,Mono_1,DCs,Mono_2,Mono_1
Run4_240634645371700,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_240634645822899,Ery_2,Mega,Mono_1,DCs,Ery_2,Ery_2,Ery_2,Mega
Run4_241057653536611,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_241057654323483,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_241057668492131,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_241057668974364,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1,DCs
Run4_241057669011371,DCs,DCs,DCs,DCs,Mono_1,Mega,Ery_2,Mono_1
Run4_241098858289510,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_241098885589861,Ery_2,DCs,DCs,DCs,Mega,DCs,Mega,Mono_1
Run4_241098885643547,DCs,DCs,DCs,DCs,Mega,DCs,DCs,Mono_1
Run4_241098904464669,Mono_2,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_241098904759198,Mono_2,Mono_2,Mono_2,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_241098904779638,Mono_2,Mono_1,DCs,DCs,Mono_2,DCs,Mono_2,Mono_1
Run4_241098904946547,DCs,DCs,Ery_2,Mega,DCs,Ery_1,Mega,Mega
Run4_241098904988574,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_241098905012469,DCs,DCs,Mono_1,DCs,Mono_1,Mono_1,DCs,DCs
Run4_241106374478774,Mega,Mono_2,DCs,Mega,Mega,Mega,DCs,Ery_2
Run4_241106374543091,Ery_2,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_241106374833950,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_241106389482733,Ery_2,Mono_1,Ery_2,Ery_2,Ery_2,Mega,Mega,Mega
Run4_241106402073885,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_241106402302811,Mono_2,Mono_2,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_241106420656499,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_241106420979955,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_241106421495646,Ery_1,DCs,DCs,DCs,Ery_2,Precursors,DCs,DCs
Run4_241114561763102,Ery_2,Mega,Ery_2,Ery_2,Mega,Mega,Ery_2,Ery_1
Run4_241114562055595,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_241114562353500,Ery_1,DCs,Ery_2,Mega,Mega,Ery_1,Mega,Mega
Run4_241114577324899,Ery_1,DCs,DCs,Mega,Mega,Mono_1,Mega,Mega
Run5_120703409055966,Mono_2,Mono_1,Mono_2,DCs,DCs,Ery_1,Mono_2,DCs
Run5_120703409371893,Mega,Mono_1,Mega,Mono_2,Ery_2,DCs,DCs,Mega
Run5_120703409670492,DCs,DCs,DCs,DCs,Mega,Mono_1,DCs,DCs
Run5_120703424261541,Mono_2,Precursors,DCs,DCs,Ery_2,Precursors,DCs,DCs
Run5_120703436076958,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1
Run5_120703436077806,Mono_2,DCs,DCs,DCs,DCs,DCs,Mono_1,DCs
Run5_120703436315358,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run5_120703436634533,DCs,DCs,DCs,DCs,Ery_2,DCs,DCs,Mega
Run5_120703455284661,Ery_2,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_120726896917916,Mono_1,Mono_1,Mono_1,Mega,Ery_1,DCs,DCs,Mono_1
Run5_120726897153838,Mono_2,Mono_2,Mono_1,DCs,DCs,Mono_1,Mono_2,DCs
Run5_120726911838637,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_120726912097574,Precursors,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run5_120726924213467,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_120726924413669,Ery_2,Mega,Mega,Ery_2,Ery_2,Mega,Mega,Ery_1
Run5_120726924977910,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_120726943086438,Ery_2,Mega,Mega,Mega,Ery_2,Mega,Ery_2,Ery_1
Run5_120726943917854,Mono_2,Mono_1,DCs,DCs,Mono_1,DCs,Mono_2,DCs
Run5_120772934200044,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_120772934350750,DCs,Mega,DCs,DCs,Mega,DCs,DCs,Mega
Run5_120772934416750,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run5_120772948867435,DCs,DCs,DCs,DCs,Mono_1,DCs,Mono_1,DCs
Run5_120772960864605,DCs,DCs,DCs,DCs,Mono_1,Mega,DCs,DCs
Run5_120772979780518,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run5_120786758256557,Ery_2,DCs,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1,Ery_1
Run5_120786758818036,HSC_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_120786773235500,DCs,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_120786785586020,Mono_1,DCs,DCs,DCs,Mono_1,DCs,Mono_2,DCs
Run5_120786804751086,DCs,Mono_2,Ery_2,DCs,Mega,DCs,DCs,DCs
Run5_120786804947820,Ery_2,Mono_1,DCs,DCs,Mono_1,Mono_2,Mega,DCs
Run5_120786804955499,Mono_2,DCs,DCs,DCs,Ery_1,Mega,DCs,Mega
Run5_120786805020899,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_120797898435828,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_120797913606068,Mono_2,DCs,DCs,DCs,Mega,Ery_2,Mega,DCs
Run5_120797925600163,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_120797925926836,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_120797944303027,Mono_2,DCs,DCs,DCs,Mega,Ery_1,Mega,DCs
Run5_120864484738990,Mono_1,Mega,Ery_2,DCs,Ery_1,DCs,Mono_1,Mono_1
Run5_120864485064043,Mono_2,DCs,Mono_1,DCs,Mono_2,Mono_1,Mono_2,DCs
Run5_120864485521653,Mono_1,DCs,Mono_1,DCs,DCs,Mono_1,Mono_2,DCs
Run5_120864497616693,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_120864497875243,HSC_2,DCs,DCs,DCs,Ery_1,DCs,DCs,DCs
Run5_120864516193581,Mono_1,Mono_2,Mono_1,HSC_2,Mono_1,DCs,Mono_1,Ery_1
Run5_120864516291955,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_121202311282076,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1
Run5_121202323438875,Mono_2,Mono_1,Mono_1,DCs,DCs,DCs,Mono_1,Mono_1
Run5_121202342312796,Mono_1,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,Mono_1
Run5_121202342811869,Ery_1,Mega,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_121276786920878,Mono_2,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run5_121276786923948,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_121276814514598,DCs,DCs,DCs,DCs,Precursors,DCs,DCs,DCs
Run5_121276814519541,Mono_2,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs
Run5_121276833328422,DCs,DCs,HSC_1,DCs,Ery_1,Ery_1,Mega,DCs
Run5_121276833385781,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_121319736597797,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_121319736923940,HSC_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_121319737112438,Mono_1,Mega,DCs,Mega,DCs,Mono_1,Mono_1,Ery_2
Run5_121319737121187,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_121319737121636,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_121319737145700,Ery_2,Mega,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_121319763884782,Mono_2,Mono_1,DCs,Mono_2,DCs,HSC_2,Mono_1,DCs
Run5_121319764187558,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,Mono_1
Run5_121319764642219,Mono_1,DCs,Mono_1,DCs,DCs,DCs,Mono_1,DCs
Run5_121319782766886,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_121319783321011,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_121337990199718,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Ery_1,DCs,Mono_1
Run5_121338004945780,DCs,DCs,DCs,DCs,Ery_2,DCs,DCs,DCs
